Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Age,Gender,Region,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD12247,2024-07-12,2024-07-14,C1668,Customer_213,CONSUMER,45,FEMALE,SOUTH,MUMBAI,OFFICE SUPPLIES,BINDERS,Product_226,23578.26,8,0.2,3224.5
ORD12248,2023-08-26,2023-08-29,C1226,Customer_307,CONSUMER,43,FEMALE,SOUTH,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_145,16586.86,9,0.05,822.92
ORD12249,2024-07-07,2024-07-09,C1185,Customer_217,HOME OFFICE,47,MALE,EAST,PATNA,OFFICE SUPPLIES,PAPER,Product_62,47388.03,7,0.15,939.61
ORD12250,2025-04-07,2025-04-10,C1237,Customer_991,HOME OFFICE,37,FEMALE,NORTH,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_219,17400.69,5,0.2,-1433.91
ORD12251,2024-04-12,2024-04-16,C1139,Customer_961,CONSUMER,63,FEMALE,WEST,NEW DELHI,OFFICE SUPPLIES,STORAGE,Product_234,40746.24,2,0.0,-943.65
ORD12252,2024-01-21,2024-01-24,C1828,Customer_90,CORPORATE,32,MALE,WEST,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_53,47026.13,7,0.2,8232.75
ORD12253,2025-02-13,2025-02-14,C1607,Customer_328,CORPORATE,37,MALE,EAST,CHENNAI,FURNITURE,TABLES,Product_27,37627.41,8,0.1,-630.09
ORD12254,2025-04-27,2025-05-03,C1588,Customer_939,CORPORATE,36,FEMALE,SOUTH,NEW DELHI,OFFICE SUPPLIES,BINDERS,Product_167,706.03,7,0.15,446.12
ORD12255,2024-01-22,2024-01-28,C1029,Customer_604,CONSUMER,59,MALE,WEST,CHENNAI,TECHNOLOGY,LAPTOPS,Product_102,19944.03,8,0.0,2823.06
ORD12256,2025-05-26,2025-05-27,C1942,Customer_890,CONSUMER,28,MALE,EAST,CHENNAI,TECHNOLOGY,PHONES,Product_276,44516.36,2,0.1,7033.03
ORD12257,2023-09-16,2023-09-17,C1263,Customer_408,CONSUMER,50,MALE,SOUTH,BANGALORE,TECHNOLOGY,ACCESSORIES,Product_129,12508.93,9,0.0,8227.75
ORD12258,2023-10-10,2023-10-11,C1271,Customer_959,CONSUMER,40,FEMALE,NORTH,NEW DELHI,FURNITURE,CHAIRS,Product_164,39536.63,5,0.2,3780.38
ORD12259,2023-02-09,2023-02-14,C1784,Customer_510,CONSUMER,53,FEMALE,EAST,NEW DELHI,FURNITURE,BOOKCASES,Product_179,35186.58,5,0.05,-1776.07
ORD12260,2024-04-30,2024-05-03,C1089,Customer_388,CONSUMER,39,MALE,WEST,PATNA,FURNITURE,CHAIRS,Product_54,2957.23,9,0.1,5201.53
ORD12261,2025-07-17,2025-07-18,C1027,Customer_432,CORPORATE,63,FEMALE,EAST,PATNA,FURNITURE,BOOKCASES,Product_18,2660.75,8,0.1,5547.73
ORD12262,2023-08-08,2023-08-14,C1702,Customer_337,CONSUMER,36,MALE,EAST,PATNA,OFFICE SUPPLIES,BINDERS,Product_169,11994.48,9,0.2,5466.26
ORD12263,2025-10-11,2025-10-13,C1437,Customer_64,CORPORATE,57,FEMALE,SOUTH,BANGALORE,TECHNOLOGY,LAPTOPS,Product_136,23816.09,3,0.0,4584.0
ORD12264,2025-10-20,2025-10-22,C1848,Customer_789,HOME OFFICE,31,FEMALE,EAST,PATNA,TECHNOLOGY,PHONES,Product_177,5332.88,1,0.05,6006.3
ORD12265,2024-09-04,2024-09-09,C1721,Customer_225,CORPORATE,30,FEMALE,WEST,PATNA,TECHNOLOGY,ACCESSORIES,Product_10,27599.97,7,0.2,6060.47
ORD12266,2025-07-16,2025-07-19,C1744,Customer_543,CORPORATE,63,MALE,NORTH,NEW DELHI,OFFICE SUPPLIES,BINDERS,Product_17,27522.71,5,0.2,7943.82
ORD12267,2024-11-18,2024-11-21,C1537,Customer_78,HOME OFFICE,55,FEMALE,SOUTH,PATNA,TECHNOLOGY,LAPTOPS,Product_223,,1,0.15,7666.36
ORD12268,2024-09-04,2024-09-07,C1854,Customer_747,CORPORATE,26,MALE,SOUTH,BANGALORE,FURNITURE,TABLES,Product_269,46688.52,9,0.1,-542.51
ORD12269,2023-09-17,2023-09-23,C1261,Customer_931,CONSUMER,61,FEMALE,SOUTH,CHENNAI,FURNITURE,TABLES,Product_134,41142.03,9,0.15,5536.7
ORD12270,2025-09-16,2025-09-22,C1703,Customer_975,CONSUMER,21,MALE,SOUTH,NEW DELHI,OFFICE SUPPLIES,PAPER,Product_151,49194.81,3,0.2,7821.04
ORD12271,2025-08-23,2025-08-28,C1014,Customer_273,HOME OFFICE,52,MALE,EAST,BANGALORE,FURNITURE,CHAIRS,Product_75,17130.51,5,0.1,-1892.09
ORD12272,2024-01-01,2024-01-04,C1104,Customer_464,CONSUMER,24,FEMALE,WEST,MUMBAI,FURNITURE,BOOKCASES,Product_26,9499.83,2,0.0,8279.32
ORD12273,2024-06-27,2024-06-30,C1544,Customer_277,CONSUMER,32,FEMALE,EAST,MUMBAI,TECHNOLOGY,ACCESSORIES,Product_37,17260.42,3,0.1,9472.13
ORD12274,2024-10-10,2024-10-11,C1545,Customer_36,CONSUMER,23,MALE,EAST,BANGALORE,FURNITURE,TABLES,Product_182,47817.86,2,0.2,264.64
ORD12275,2025-03-24,2025-03-27,C1049,Customer_473,CONSUMER,29,FEMALE,WEST,PATNA,TECHNOLOGY,PHONES,Product_248,45910.4,4,0.15,-1317.63
ORD12276,2025-11-05,2025-11-11,C1403,Customer_245,CORPORATE,63,FEMALE,NORTH,PATNA,OFFICE SUPPLIES,STORAGE,Product_153,6135.59,7,0.1,3482.61
ORD12277,2024-07-28,2024-07-29,C1362,Customer_462,CONSUMER,22,FEMALE,SOUTH,NEW DELHI,TECHNOLOGY,LAPTOPS,Product_141,5674.25,1,0.1,2322.99
ORD12278,2025-10-09,2025-10-10,C1996,Customer_930,CONSUMER,43,MALE,WEST,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_109,721.21,1,0.05,5939.12
ORD12279,2024-10-31,2024-11-03,C1087,Customer_601,CORPORATE,30,FEMALE,NORTH,CHENNAI,TECHNOLOGY,LAPTOPS,Product_130,11840.36,9,0.15,3594.41
ORD12280,2023-09-26,2023-09-28,C1681,Customer_28,CONSUMER,30,FEMALE,SOUTH,CHENNAI,TECHNOLOGY,LAPTOPS,Product_63,48521.91,7,0.1,9980.16
ORD12281,2025-07-12,2025-07-16,C1981,Customer_348,CONSUMER,23,MALE,SOUTH,PATNA,TECHNOLOGY,LAPTOPS,Product_149,17034.7,6,0.15,9203.91
ORD12282,2023-09-04,2023-09-10,C1826,Customer_198,CONSUMER,30,FEMALE,NORTH,MUMBAI,OFFICE SUPPLIES,BINDERS,Product_257,36213.72,9,0.15,-1153.21
ORD12283,2023-05-11,2023-05-13,C1505,Customer_1,CONSUMER,55,FEMALE,EAST,MUMBAI,FURNITURE,CHAIRS,Product_284,45382.81,4,0.2,4001.45
ORD12284,2023-12-19,2023-12-22,C1708,Customer_983,CORPORATE,31,MALE,NORTH,BANGALORE,FURNITURE,TABLES,Product_244,6801.25,1,0.05,8748.63
ORD12285,2023-07-15,2023-07-18,C1052,Customer_911,CONSUMER,63,MALE,WEST,MUMBAI,FURNITURE,BOOKCASES,Product_82,16602.17,9,0.2,2246.67
ORD12286,2025-07-18,2025-07-20,C1628,Customer_114,HOME OFFICE,26,FEMALE,WEST,MUMBAI,FURNITURE,BOOKCASES,Product_261,2322.76,3,0.0,5369.5
ORD12287,2025-10-18,2025-10-21,C1723,Customer_429,HOME OFFICE,30,MALE,NORTH,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_65,46404.6,6,0.0,7083.09
ORD12288,2024-10-06,2024-10-12,C1168,Customer_934,CORPORATE,46,MALE,SOUTH,MUMBAI,FURNITURE,TABLES,Product_31,23188.67,4,0.2,5328.61
ORD12289,2023-08-15,2023-08-16,C1139,Customer_392,CONSUMER,33,FEMALE,SOUTH,PATNA,OFFICE SUPPLIES,BINDERS,Product_203,2593.74,9,0.05,8265.2
ORD12290,2024-12-01,2024-12-06,C1661,Customer_893,CONSUMER,58,FEMALE,EAST,PATNA,OFFICE SUPPLIES,PAPER,Product_275,41205.87,9,0.1,842.4
ORD12291,2023-09-22,2023-09-25,C1004,Customer_412,CONSUMER,26,MALE,NORTH,CHENNAI,FURNITURE,CHAIRS,Product_88,14494.21,7,0.15,1960.53
ORD12292,2024-10-07,2024-10-10,C1125,Customer_432,CONSUMER,32,MALE,EAST,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_110,30984.93,7,0.1,1592.8
ORD12293,2023-07-30,2023-08-01,C1357,Customer_791,HOME OFFICE,47,FEMALE,WEST,BANGALORE,FURNITURE,BOOKCASES,Product_42,30980.32,7,0.1,-1622.82
ORD12294,2025-07-31,2025-08-01,C1054,Customer_490,CORPORATE,52,FEMALE,WEST,CHENNAI,FURNITURE,CHAIRS,Product_280,19546.15,1,0.1,8865.23
ORD12295,2024-04-01,2024-04-03,C1268,Customer_193,CORPORATE,26,MALE,SOUTH,CHENNAI,FURNITURE,TABLES,Product_222,47766.6,7,0.05,5182.95
ORD12296,2024-12-25,2024-12-31,C1873,Customer_528,CONSUMER,31,FEMALE,EAST,BANGALORE,FURNITURE,BOOKCASES,Product_271,35928.55,1,0.0,7178.52
ORD12297,2025-09-08,2025-09-10,C1695,Customer_173,CORPORATE,62,FEMALE,EAST,MUMBAI,OFFICE SUPPLIES,PAPER,Product_78,42182.42,6,0.0,427.58
ORD12298,2024-08-10,2024-08-13,C1057,Customer_339,CONSUMER,32,FEMALE,SOUTH,CHENNAI,TECHNOLOGY,PHONES,Product_98,33101.95,9,0.15,-1794.36
ORD12299,2024-04-20,2024-04-21,C1724,Customer_195,HOME OFFICE,36,MALE,WEST,PATNA,OFFICE SUPPLIES,STORAGE,Product_44,8699.29,6,0.2,-995.91
ORD12300,2025-09-12,2025-09-18,C1499,Customer_626,CORPORATE,61,FEMALE,SOUTH,BANGALORE,FURNITURE,TABLES,Product_32,10285.06,7,0.15,9982.55
ORD12301,2023-06-05,2023-06-08,C1671,Customer_396,CORPORATE,23,MALE,SOUTH,BANGALORE,TECHNOLOGY,ACCESSORIES,Product_214,8539.08,5,0.2,7608.94
ORD12302,2023-07-09,2023-07-15,C1692,Customer_90,HOME OFFICE,24,MALE,EAST,PATNA,TECHNOLOGY,LAPTOPS,Product_107,44174.18,8,0.0,-535.26
ORD12303,2025-09-07,2025-09-10,C1596,Customer_870,CONSUMER,25,MALE,NORTH,NEW DELHI,TECHNOLOGY,PHONES,Product_181,29567.47,6,0.2,7730.15
ORD12304,2024-06-29,2024-07-02,C1804,Customer_498,HOME OFFICE,59,MALE,WEST,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_89,35850.19,1,0.1,-1870.97
ORD12305,2023-02-10,2023-02-13,C1136,Customer_388,CONSUMER,56,MALE,EAST,NEW DELHI,OFFICE SUPPLIES,BINDERS,Product_169,6439.01,3,0.1,3759.09
ORD12306,2023-11-03,2023-11-08,C1324,Customer_948,CORPORATE,22,MALE,EAST,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_215,40793.23,2,0.0,3686.72
ORD12307,2025-07-31,2025-08-04,C1501,Customer_165,HOME OFFICE,38,FEMALE,WEST,PATNA,TECHNOLOGY,LAPTOPS,Product_51,34005.91,5,0.2,93.85
ORD12308,2023-12-04,2023-12-05,C1810,Customer_749,CONSUMER,26,FEMALE,WEST,PATNA,TECHNOLOGY,LAPTOPS,Product_273,12385.28,8,0.0,9201.07
ORD12309,2025-08-10,2025-08-15,C1741,Customer_764,CONSUMER,58,MALE,NORTH,PATNA,OFFICE SUPPLIES,PAPER,Product_65,9914.32,2,0.15,8781.52
ORD12310,2023-10-06,2023-10-10,C1265,Customer_818,CONSUMER,62,MALE,EAST,NEW DELHI,OFFICE SUPPLIES,BINDERS,Product_208,43014.49,7,0.0,7260.91
ORD12311,2025-06-14,2025-06-20,C1489,Customer_856,CONSUMER,55,MALE,NORTH,CHENNAI,FURNITURE,CHAIRS,Product_211,31567.04,2,0.1,8836.12
ORD12312,2023-09-30,2023-10-04,C1517,Customer_794,CONSUMER,40,MALE,WEST,NEW DELHI,OFFICE SUPPLIES,PAPER,Product_173,37312.1,7,0.2,-616.99
ORD12313,2025-04-16,2025-04-20,C1587,Customer_746,CONSUMER,29,FEMALE,EAST,MUMBAI,TECHNOLOGY,PHONES,Product_238,8989.74,2,0.0,5784.44
ORD12314,2024-09-11,2024-09-16,C1456,Customer_898,CONSUMER,59,FEMALE,NORTH,CHENNAI,OFFICE SUPPLIES,PAPER,Product_255,28735.52,6,0.0,-747.92
ORD12315,2025-05-11,2025-05-12,C1308,Customer_894,CONSUMER,44,MALE,NORTH,CHENNAI,TECHNOLOGY,LAPTOPS,Product_258,34900.56,9,0.2,196.84
ORD12316,2025-07-19,2025-07-21,C1339,Customer_720,CONSUMER,36,MALE,NORTH,PATNA,FURNITURE,CHAIRS,Product_180,41288.59,7,0.0,9554.08
ORD12317,2023-10-16,2023-10-20,C1818,Customer_334,CONSUMER,60,MALE,NORTH,CHENNAI,OFFICE SUPPLIES,PAPER,Product_97,42584.5,4,0.15,3148.77
ORD12318,2024-12-24,2024-12-26,C1428,Customer_733,HOME OFFICE,25,MALE,WEST,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_127,44333.36,1,0.05,6383.8
ORD12319,2025-06-11,2025-06-13,C1819,Customer_953,HOME OFFICE,30,MALE,EAST,PATNA,FURNITURE,TABLES,Product_151,36981.73,9,0.15,3224.45
ORD12320,2023-09-29,2023-10-02,C1147,Customer_621,CONSUMER,31,FEMALE,EAST,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_219,14936.15,2,0.1,5396.61
ORD12321,2025-12-25,2025-12-27,C1164,Customer_261,CONSUMER,47,MALE,EAST,PATNA,FURNITURE,TABLES,Product_15,23064.59,3,0.15,2780.03
ORD12322,2024-04-27,2024-05-03,C1639,Customer_34,CORPORATE,47,FEMALE,NORTH,PATNA,OFFICE SUPPLIES,STORAGE,Product_296,2330.35,7,0.0,-821.89
ORD12323,2025-07-24,2025-07-30,C1442,Customer_330,CONSUMER,44,FEMALE,SOUTH,MUMBAI,OFFICE SUPPLIES,BINDERS,Product_154,47534.85,3,0.0,3688.9
ORD12324,2023-09-05,2023-09-08,C1640,Customer_698,CORPORATE,58,FEMALE,EAST,PATNA,OFFICE SUPPLIES,BINDERS,Product_15,12347.02,7,0.0,8456.37
ORD12325,2023-06-05,2023-06-06,C1089,Customer_971,CONSUMER,31,FEMALE,SOUTH,NEW DELHI,TECHNOLOGY,ACCESSORIES,Product_153,2201.65,5,0.2,4248.36
ORD12326,2025-12-06,2025-12-07,C1244,Customer_732,CORPORATE,35,FEMALE,WEST,MUMBAI,OFFICE SUPPLIES,PAPER,Product_108,39537.1,6,0.1,2842.72
ORD12327,2024-03-29,2024-04-04,C1087,Customer_986,CONSUMER,48,FEMALE,NORTH,CHENNAI,FURNITURE,CHAIRS,Product_228,9289.71,9,0.05,3856.17
ORD12328,2023-07-20,2023-07-23,C1473,Customer_273,CONSUMER,64,FEMALE,WEST,CHENNAI,TECHNOLOGY,LAPTOPS,Product_233,9279.99,7,0.05,486.4
ORD12329,2023-05-04,2023-05-05,C1547,Customer_505,CONSUMER,42,FEMALE,NORTH,NEW DELHI,FURNITURE,CHAIRS,Product_73,12334.01,9,0.0,-1256.77
ORD12330,2023-01-01,2023-01-05,C1179,Customer_882,HOME OFFICE,53,MALE,NORTH,CHENNAI,FURNITURE,TABLES,Product_115,2626.81,2,0.05,3603.41
ORD12331,2025-08-25,2025-08-26,C1578,Customer_841,CONSUMER,32,MALE,EAST,NEW DELHI,FURNITURE,BOOKCASES,Product_205,8611.77,6,0.0,7533.56
ORD12332,2025-05-04,2025-05-07,C1571,Customer_835,HOME OFFICE,23,MALE,SOUTH,BANGALORE,FURNITURE,TABLES,Product_242,37902.18,4,0.0,4944.23
ORD12333,2024-10-01,2024-10-07,C1285,Customer_777,CONSUMER,60,MALE,NORTH,PATNA,TECHNOLOGY,ACCESSORIES,Product_241,14589.62,2,0.2,-1764.51
ORD12334,2023-07-10,2023-07-14,C1239,Customer_43,CONSUMER,49,MALE,SOUTH,CHENNAI,FURNITURE,CHAIRS,Product_213,35096.29,5,0.2,8929.44
ORD12335,2024-05-30,2024-06-01,C1048,Customer_127,HOME OFFICE,52,MALE,NORTH,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_201,35602.04,8,0.0,8466.59
ORD12336,2024-03-17,2024-03-19,C1618,Customer_251,HOME OFFICE,32,MALE,SOUTH,NEW DELHI,FURNITURE,CHAIRS,Product_192,31413.63,2,0.15,9206.37
ORD12337,2023-05-23,2023-05-25,C1241,Customer_390,HOME OFFICE,33,MALE,NORTH,BANGALORE,FURNITURE,TABLES,Product_9,22534.19,5,0.2,1957.44
ORD12338,2024-06-16,2024-06-22,C1340,Customer_486,CONSUMER,36,FEMALE,NORTH,NEW DELHI,OFFICE SUPPLIES,BINDERS,Product_233,35680.13,8,0.0,5558.45
ORD12339,2023-08-15,2023-08-18,C1883,Customer_865,HOME OFFICE,24,FEMALE,NORTH,PATNA,TECHNOLOGY,ACCESSORIES,Product_96,16135.49,2,0.2,-1853.31
ORD12340,2025-08-06,2025-08-08,C1026,Customer_853,CONSUMER,56,FEMALE,WEST,PATNA,OFFICE SUPPLIES,PAPER,Product_81,17279.1,7,0.15,-881.98
ORD12341,2024-04-04,2024-04-05,C1584,Customer_456,CORPORATE,54,FEMALE,EAST,BANGALORE,TECHNOLOGY,PHONES,Product_11,22833.49,1,0.0,528.19
ORD12342,2024-07-04,2024-07-06,C1402,Customer_236,CORPORATE,35,MALE,EAST,NEW DELHI,OFFICE SUPPLIES,STORAGE,Product_62,3349.41,9,0.0,2946.14
ORD12343,2024-01-28,2024-02-02,C1659,Customer_924,CORPORATE,39,MALE,EAST,MUMBAI,FURNITURE,TABLES,Product_251,7604.05,7,0.0,5185.73
ORD12344,2025-04-24,2025-04-30,C1058,Customer_849,CORPORATE,44,MALE,WEST,PATNA,FURNITURE,BOOKCASES,Product_246,45512.18,5,0.2,9796.66
ORD12345,2023-07-29,2023-08-03,C1617,Customer_99,CONSUMER,40,MALE,SOUTH,PATNA,FURNITURE,BOOKCASES,Product_155,3130.61,2,0.1,2884.78
ORD12346,2024-10-07,2024-10-09,C1460,Customer_702,CONSUMER,21,MALE,EAST,PATNA,FURNITURE,BOOKCASES,Product_201,3885.75,2,0.1,1817.09
ORD12347,2023-08-07,2023-08-09,C1511,Customer_743,CONSUMER,36,MALE,EAST,BANGALORE,TECHNOLOGY,LAPTOPS,Product_67,18173.88,3,0.05,1596.64
ORD12348,2024-02-11,2024-02-16,C1530,Customer_22,CONSUMER,36,FEMALE,EAST,BANGALORE,OFFICE SUPPLIES,PAPER,Product_123,15362.45,3,0.0,1575.28
ORD12349,2025-06-06,2025-06-12,C1661,Customer_705,HOME OFFICE,54,FEMALE,EAST,NEW DELHI,TECHNOLOGY,ACCESSORIES,Product_248,12966.34,1,0.0,3271.21
ORD12350,2024-07-11,2024-07-17,C1749,Customer_317,CORPORATE,38,FEMALE,WEST,MUMBAI,OFFICE SUPPLIES,BINDERS,Product_258,31057.67,9,0.0,2801.67
ORD12351,2024-07-03,2024-07-05,C1076,Customer_789,HOME OFFICE,54,MALE,EAST,PATNA,OFFICE SUPPLIES,STORAGE,Product_157,29341.07,7,0.1,4636.1
ORD12352,2023-05-22,2023-05-28,C1973,Customer_153,HOME OFFICE,35,MALE,NORTH,NEW DELHI,FURNITURE,TABLES,Product_288,5892.47,3,0.0,5982.88
ORD12353,2024-09-03,2024-09-07,C1107,Customer_631,CONSUMER,53,MALE,SOUTH,PATNA,TECHNOLOGY,ACCESSORIES,Product_65,30850.54,7,0.0,-1587.52
ORD12354,2024-05-15,2024-05-21,C1536,Customer_151,CONSUMER,51,MALE,NORTH,BANGALORE,TECHNOLOGY,LAPTOPS,Product_182,39484.73,8,0.1,3007.9
ORD12355,2025-04-19,2025-04-24,C1848,Customer_560,CONSUMER,22,FEMALE,NORTH,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_182,46557.41,8,0.1,3621.35
ORD12356,2024-12-02,2024-12-05,C1421,Customer_203,CONSUMER,58,MALE,WEST,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_78,17187.63,4,0.05,3156.52
ORD12357,2024-08-18,2024-08-23,C1285,Customer_36,HOME OFFICE,31,MALE,NORTH,PATNA,FURNITURE,CHAIRS,Product_55,40270.98,4,0.2,7167.15
ORD12358,2023-10-08,2023-10-09,C1915,Customer_88,CONSUMER,26,FEMALE,SOUTH,BANGALORE,OFFICE SUPPLIES,BINDERS,Product_126,42285.53,8,0.15,3371.96
ORD12359,2024-02-28,2024-03-03,C1132,Customer_356,CONSUMER,30,FEMALE,EAST,NEW DELHI,OFFICE SUPPLIES,BINDERS,Product_75,2924.7,3,0.15,2138.15
ORD12360,2025-05-05,2025-05-08,C1254,Customer_727,CORPORATE,24,MALE,WEST,NEW DELHI,FURNITURE,BOOKCASES,Product_259,14306.48,1,0.05,7947.89
ORD12361,2023-09-27,2023-09-29,C1333,Customer_588,CONSUMER,42,FEMALE,WEST,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_252,46002.5,6,0.05,-735.71
ORD12362,2023-06-03,2023-06-04,C1004,Customer_373,HOME OFFICE,32,FEMALE,NORTH,NEW DELHI,TECHNOLOGY,LAPTOPS,Product_85,30338.22,6,0.05,7818.74
ORD12363,2024-09-05,2024-09-06,C1040,Customer_505,CORPORATE,47,MALE,EAST,NEW DELHI,TECHNOLOGY,PHONES,Product_121,43321.45,8,0.0,3951.15
ORD12364,2024-10-23,2024-10-27,C1562,Customer_661,CORPORATE,47,MALE,WEST,MUMBAI,OFFICE SUPPLIES,PAPER,Product_186,4486.01,1,0.1,-1598.17
ORD12365,2023-03-24,2023-03-27,C1433,Customer_387,CONSUMER,24,MALE,EAST,MUMBAI,TECHNOLOGY,ACCESSORIES,Product_127,6582.56,7,0.15,404.35
ORD12366,2025-08-04,2025-08-05,C1035,Customer_778,CORPORATE,49,FEMALE,SOUTH,MUMBAI,FURNITURE,TABLES,Product_201,4277.58,6,0.2,2146.67
ORD12367,2025-06-17,2025-06-20,C1787,Customer_867,CORPORATE,52,MALE,SOUTH,PATNA,FURNITURE,CHAIRS,Product_142,36676.82,1,0.15,8191.61
ORD12368,2023-10-11,2023-10-14,C1257,Customer_875,HOME OFFICE,46,FEMALE,NORTH,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_90,4216.85,6,0.1,9636.38
ORD12369,2025-09-06,2025-09-12,C1198,Customer_351,CORPORATE,59,MALE,NORTH,PATNA,FURNITURE,TABLES,Product_113,25156.43,3,0.05,2406.06
ORD12370,2023-06-22,2023-06-23,C1160,Customer_501,CONSUMER,45,FEMALE,WEST,BANGALORE,FURNITURE,BOOKCASES,Product_63,23800.97,8,0.2,1918.23
ORD12371,2025-12-22,2025-12-25,C1934,Customer_796,CONSUMER,47,MALE,WEST,PATNA,OFFICE SUPPLIES,BINDERS,Product_25,2896.61,1,0.15,1817.94
ORD12372,2025-02-01,2025-02-05,C1792,Customer_470,CONSUMER,45,FEMALE,EAST,BANGALORE,OFFICE SUPPLIES,BINDERS,Product_254,25414.27,9,0.2,5843.07
ORD12373,2024-09-24,2024-09-25,C1692,Customer_310,CONSUMER,53,MALE,EAST,PATNA,OFFICE SUPPLIES,STORAGE,Product_257,27974.22,3,0.0,6925.78
ORD12374,2025-02-25,2025-03-01,C1357,Customer_813,CONSUMER,33,FEMALE,WEST,BANGALORE,FURNITURE,TABLES,Product_111,21550.93,2,0.0,4142.93
ORD12375,2025-07-31,2025-08-04,C1400,Customer_456,CONSUMER,31,MALE,EAST,BANGALORE,TECHNOLOGY,LAPTOPS,Product_200,25245.94,8,0.2,-64.94
ORD12376,2025-10-08,2025-10-11,C1053,Customer_272,CONSUMER,28,FEMALE,WEST,NEW DELHI,OFFICE SUPPLIES,STORAGE,Product_222,3867.85,7,0.0,5613.91
ORD12377,2024-02-02,2024-02-05,C1199,Customer_212,CORPORATE,21,FEMALE,SOUTH,MUMBAI,OFFICE SUPPLIES,PAPER,Product_249,18446.46,2,0.15,9024.17
ORD12378,2025-07-22,2025-07-28,C1286,Customer_254,CONSUMER,29,FEMALE,WEST,MUMBAI,TECHNOLOGY,ACCESSORIES,Product_126,46535.38,6,0.15,2738.4
ORD12379,2024-11-06,2024-11-12,C1947,Customer_473,HOME OFFICE,53,FEMALE,WEST,CHENNAI,TECHNOLOGY,LAPTOPS,Product_203,2748.48,1,0.0,-1380.59
ORD12380,2025-07-24,2025-07-25,C1610,Customer_74,HOME OFFICE,62,MALE,WEST,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_266,49738.85,5,0.05,-1682.74
ORD12381,2024-04-09,2024-04-15,C1307,Customer_71,HOME OFFICE,64,MALE,SOUTH,BANGALORE,FURNITURE,CHAIRS,Product_31,19466.58,4,0.2,6789.83
ORD12382,2023-10-13,2023-10-15,C1072,Customer_923,CORPORATE,35,MALE,SOUTH,MUMBAI,FURNITURE,BOOKCASES,Product_287,3651.9,8,0.1,7326.37
ORD12383,2023-09-22,2023-09-23,C1257,Customer_842,CORPORATE,43,MALE,WEST,CHENNAI,TECHNOLOGY,PHONES,Product_11,39521.93,2,0.0,161.8
ORD12384,2023-11-16,2023-11-20,C1717,Customer_595,CONSUMER,32,FEMALE,SOUTH,CHENNAI,FURNITURE,TABLES,Product_151,13913.19,3,0.15,4833.69
ORD12385,2024-11-03,2024-11-09,C1035,Customer_923,CORPORATE,51,MALE,NORTH,CHENNAI,TECHNOLOGY,LAPTOPS,Product_52,9237.98,3,0.0,7197.09
ORD12386,2025-03-30,2025-04-05,C1419,Customer_916,HOME OFFICE,33,FEMALE,SOUTH,NEW DELHI,TECHNOLOGY,ACCESSORIES,Product_198,19046.23,9,0.05,8028.92
ORD12387,2023-03-30,2023-04-05,C1576,Customer_989,CORPORATE,21,MALE,WEST,MUMBAI,FURNITURE,TABLES,Product_120,43401.56,5,0.1,180.37
ORD12388,2025-03-31,2025-04-03,C1121,Customer_961,CORPORATE,38,MALE,SOUTH,NEW DELHI,FURNITURE,TABLES,Product_4,48824.88,9,0.05,8190.73
ORD12389,2025-09-27,2025-10-01,C1073,Customer_951,CONSUMER,52,MALE,EAST,MUMBAI,FURNITURE,CHAIRS,Product_93,6662.64,4,0.2,-1844.67
ORD12390,2023-11-30,2023-12-06,C1444,Customer_130,CORPORATE,22,MALE,NORTH,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_210,11987.28,2,0.2,-917.83
ORD12391,2023-08-10,2023-08-15,C1289,Customer_962,CONSUMER,43,FEMALE,SOUTH,MUMBAI,FURNITURE,CHAIRS,Product_8,41721.85,5,0.1,5531.1
ORD12392,2023-02-10,2023-02-15,C1655,Customer_822,CORPORATE,25,MALE,NORTH,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_209,22001.18,1,0.15,7150.12
ORD12393,2023-03-09,2023-03-13,C1818,Customer_331,CORPORATE,29,FEMALE,SOUTH,MUMBAI,FURNITURE,BOOKCASES,Product_265,26229.35,3,0.0,6407.16
ORD12394,2025-09-14,2025-09-20,C1141,Customer_282,CONSUMER,28,FEMALE,WEST,MUMBAI,FURNITURE,CHAIRS,Product_202,28929.21,7,0.1,2976.33
ORD12395,2024-05-28,2024-05-30,C1035,Customer_898,CONSUMER,62,FEMALE,WEST,BANGALORE,OFFICE SUPPLIES,BINDERS,Product_9,16406.53,6,0.15,6057.43
